title;description;rating;genre;duration;url
Furtivos;Ángel es un cazador furtivo que vive en un bosque con su madre En uno de sus escasos viajes a la ciudad, conoce a Milagros una chica que ha huido de un reformatorio y que es la amante de un delincuente.;R;Drama;1hr 19 min;https://pluto.tv/latam/on-demand/movies/617b08a83eb0f4001a17715b/details
Adios con el corazón;Juan es ya un cincuentón, tiene una barriga prominente, se tiñe las canas y vive solo con un gato que tiene problemas urinarios, pero a pesar de esto, sigue resultando atractivo a las mujeres;PG-13;Other;1hr 25 min;https://pluto.tv/latam/on-demand/movies/63d928ba798844001b473b1b/details
Mensaka;La vida de un grupo de jóvenes sufre una transformación radical. Viven en una gran ciudad y, aunque pertenecen a clases sociales muy diferentes, se sienten unidos por una especie de lazos invisibles que se irán haciendo cada vez mas estrechos.;PG-13;Drama;1hr 42 min;https://pluto.tv/latam/on-demand/movies/617b08b13eb0f4001a177205/details
Venta Por Pisos;Cuatro familias pretenden comprarse un piso. Margarita trata de casarse con Ernesto. La compra del piso es un gran inconveniente que Margarita soluciona con el préstamo de un tía suya. Antonia y Loreto, tía y sobrina, regentan una casa de citas.;TV-G;Comedy;1hr 26 min;https://pluto.tv/latam/on-demand/movies/617b08903eb0f4001a176fa1/details
Libertarias;Cuando el 18 de julio de 1936 comienza la Guerra Civil Española, un grupo de mujeres anarquistas reivindica su derecho a luchar en el frente. En nombre de la libertad, las mujeres libran su propia batalla para equipararse a los hombres en la lucha armada.;PG-13;Faith & Spirituality;2hr 2 min;https://pluto.tv/latam/on-demand/movies/617b08963eb0f4001a176fd7/details
Nadie Hablará De Nosotras Cuando Hayamos Muerto;Una española, Gloria Duque, presencia en México la muerte de dos policías a manos de dos gangsters. Uno de ellos le da antes de morir un portafolios con direcciones donde la mafia blanquea dinero en todo el mundo.;R;Thriller;1hr 39 min;https://pluto.tv/latam/on-demand/movies/617c075a3eb0f4001a179c9c/details
Lifting de corazón;Antonio Ruiz, un prestigioso cirujano plástico, vive en Sevilla con su mujer y sus dos hijos. A pesar de que ya está a punto de ser abuelo, cuida su aspecto y lleva un ritmo de vida saludable y juvenil., En un congreso conoce a Delia.;PG-13;Other;1hr 30 min;https://pluto.tv/latam/on-demand/movies/63d920558c7f8e001aa42712/details
El invierno de las Anjanas;Relato del amor entre una joven aristócrata y un revolucionario en la guerra de Cuba del 98;PG;Drama;1hr 27 min;https://pluto.tv/latam/on-demand/movies/63d94a7d163e9100131ec400/details
Caricias;La historia arranca durante la Nochevieja barcelonesa de fin de milenio. Once personajes sin, aparentemente, nada en común, se cruzarán en el camino de los otros por casualidad. Tan solo hay una cosa que todos comparten: son personajes aislados;NC-17;Other;1hr 30 min;https://pluto.tv/latam/on-demand/movies/63d965755b79020014425fa5/details
La Lengua De Las Mariposas;Ambientada en 1936, narra la relación que comparten un profesor y su alumno de 8 años y que se verá afectada por las circunstancias políticas, que impedirán que su amistad continúe.;G;Drama;1hr 31 min;https://pluto.tv/latam/on-demand/movies/617b08993eb0f4001a177019/details
Dieta Mediterránea;Sofía nace prematuramente en una barbería. Durante 16 años crece entre los fogones y las mesas de la casa de comidas de sus padres hasta que se convierte en una prestigiosa cocinera. En su vida habrá dos hombres muy importantes.;G;Comedy;1t 36 min;https://pluto.tv/latam/on-demand/movies/617b08c73eb0f4001a17739b/details
Tranvia A La Malvarrosa;Manuel es un joven de una familia de provincias de clase media que acaba para estudiar derecho. Comienza a vivir el primer amor de una mujer y también empiezan a asaltarle las primeras dudas éticas a causa de su férrea formación religiosa.;PG-13;Drama;1hr 41 min;https://pluto.tv/latam/on-demand/movies/617b08ab3eb0f4001a177191/details
El Camino De Los Ingleses;Miguelito Dávila es un joven de alma inquieta y un solo riñón. Pronto empieza a albergar la esperanza de ser poeta. Pero soñar es fácil y vivir difícil. Durante el verano del fin de la inocencia, Miguelito y sus amigos llevarán al límite sus experiencias.;PG-13;Drama;1hr 52 min;https://pluto.tv/latam/on-demand/movies/617b08bb3eb0f4001a1772b7/details
"El Lute; Camina o Revienta";En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.;R;Other;1hr 56 min;https://pluto.tv/latam/on-demand/movies/63d93574662ef90014fafecb/details
Déjate caer;Roberto Carlos, Gabriel y Nandi son tres amigos que no tienen mejores planes en sus respectivas vidas que reunirse y ver pasar el tiempo, sentados en el mismo banco de la plaza de su barrio.;PG-13;Other;1hr 41 min;https://pluto.tv/latam/on-demand/movies/63d933fb200a6700137dc7d0/details
Anita no pierde el tren;Anita lleva más de treinta años trabajando como taquillera en un cine, pero un día la prejubilan. Anita sigue acudiendo al solar en donde se encontraba el cine, y acaba enamorándose del hombre que maneja la excavadora de la obra.;PG-13;Other;1hr 26 min;https://pluto.tv/latam/on-demand/movies/63d93f3b5b790200144212fb/details
Animales Heridos;Silvio tiene una relación extraconyugal con Clàudia . Su vida se verá alterada cuando llaman desde un periódico para realizar un reportaje sobre su casa y será Clàudia la encargada de hacerlo.;PG-13;Other;1hr 28 min;https://pluto.tv/latam/on-demand/movies/63d94a7a163e9100131ec2aa/details
Mi hija Hildegart;Madrid, 1933, Tras haber asesinado a su hija Hildegart, Aurora Rodriguez se entrega a la justicia. En la cárcel, rememora las circunstancias que la movieron a cometer un crimen tan atroz.;R;Drama;1hr 45 min;https://pluto.tv/latam/on-demand/movies/617b08d73eb0f4001a1774b5/details
El porqué de las cosas;Adaptación de quince novelas del escritor catalán Quim Monzó que cuenta, a través de grandes temas como la voluntad, la sabiduría, la sinceridad, la sumisión, el ego, el despecho, el deseo, el amor, la fe... quince episodios de la vida real.;R;Other;1hr 28 min;https://pluto.tv/latam/on-demand/movies/63d927525957f2001320f9d4/details
¿Qué te juegas Mari Pili?;Sole, Mari Pili y Marta son tres jovencitas que comparten piso en Barcelona. Un día Sole se queja de las dificultades de encontrar pareja y entonces Marta le propone un juego: vivir una aventura con el primer hombre que les pregunte el nombre.;PG-13;Other;1hr 23 min;https://pluto.tv/latam/on-demand/movies/63dbbf11ff32c10013dc1175/details
¿De Que Se Rien Las Mujeres?;Luci, Graci y Mar, tres hermanas que forman un trío cómico, asisten a la boda de su padre con una mujer 45 años más joven. Durante el banquete, el marido de Luci muere en un accidente. A pesar de la tragedia, el trío debe cumplir su compromiso de actuar.;G;Comedy;1hr 51 min;https://pluto.tv/latam/on-demand/movies/617b08ca3eb0f4001a1773d5/details
Heroína;En la década de los 80, Pilar, una mujer madura, casada y muy corriente, descubre que uno de sus tres hijos es adicto a la heroína. Después de un periodo inicial de incertidumbre, entra en contacto con otros padres que se encuentran en una situación.;PG-13;Drama;1hr 42 min;https://pluto.tv/latam/on-demand/movies/617b08a13eb0f4001a1770bc/details
El Padre De La Criatura;Eduardo y Antonina están esperando con emoción la llegada de su primer nieto. Pero ha habido un error en los análisis. La cigüeña ha cambiado de dirección y en lugar de un nieto van a tener un hijo.;R;Comedy;1hr 23 min;https://pluto.tv/latam/on-demand/movies/617b08b73eb0f4001a177281/details
¿Quiére Casarse Conmigo?;Tito Crespo es una aclamada estrella que accede a la proposición de Elena, una fan, cuando esta le propone fingir durante un mes que están casados. Crespo emplea este engaño como coartada.;R;Comedy;1hr 25 min;https://pluto.tv/latam/on-demand/movies/617b08c13eb0f4001a17732f/details
Flores De Otro Mundo;Los solteros del pequeño pueblo de Santa Eulalia organizan una fiesta a la que acude un autocar de mujeres casaderas. Mujeres y hombres comparten su lucha contra la soledad.;G;Drama;1hr 40 min;https://pluto.tv/latam/on-demand/movies/617b08ae3eb0f4001a1771cb/details
Faraday;Faraday es un telépata especialista en fenómenos paranormales. Su novia, Pati, es una bloguera entregada a los cupcakes cuya máxima aspiración en la vida es ser famosa en internet. A;R;Comedy;1hr 21 min;https://pluto.tv/latam/on-demand/movies/65d4f112038f370013b20f02/details
Barrio;"Es verano y aunque Rai, Javi y Manu, quisieran estar en otra parte, se ven obligados a pasar las vacaciones con sus familias en Madrid, en su barrio de toda la vida. Comparten problemas y sueños, aburrimiento y diversión; y por encima de todo: la amistad.";PG-13;Drama;1hr 34 min;https://pluto.tv/latam/on-demand/movies/617b08bf3eb0f4001a1772f5/details
Barcelona (un mapa);Ramón y Rosa, un matrimonio mayor de Barcelona, deciden realquilar el piso en el que viven en la zona del Ensanche. En él, acogerán al hermano de la mujer así como a tres personas más: una profesora de francés, un joven vigilante y una embarazada.;PG-13;Other;1hr 31 min;https://pluto.tv/latam/on-demand/movies/63d9696d200a6700137efbca/details
Sara Baras, Todas las voces;Esta es la historia de una artista excepcional que pone ante nuestros ojos una disyuntiva vital: Hay voces que tiran del mundo hacia delante, otras lo lastran e impiden que el mundo cambie. Hay que decidir cada día qué voces escuchamos.;PG;Other;1hr 35 min;https://pluto.tv/latam/on-demand/movies/63d92b89798844001b474306/details
Actrices;Una joven estudiante de teatro, que desea prepararse a fondo para el papel que supondrá su debut como profesional, entrevista a tres actrices consagradas: una actriz de cine, otra televisiva y una tercera directora de doblaje.;PG;Other;1hr 24 min;https://pluto.tv/latam/on-demand/movies/63d921bb200a6700137d98ce/details
Cateto A Babor;A Miguel Cañete la Marina le ha llamado, pero el problema de Miguel, con un hermano de seis años, es muy difícil de solucionar. Él no es un recluta como los demás. Pero nadie le hace caso e inicia su intrucción, sufriendo las bromas de los compañeros.;G;Comedy;1hr 23 min;https://pluto.tv/latam/on-demand/movies/617b08c43eb0f4001a177365/details
Carlos contra el mundo;Carlos contra el mundo es la historia de un chico de veinticinco años de un barrio proletario de Málaga al que, tras la muerte de su padre, la familia le exige que ocupe el lugar de éste. Que se convierta en padre de familia;PG-13;Other;1hr 28 min;https://pluto.tv/latam/on-demand/movies/63d96ad4380e2000137a05ab/details
Salto al vacío;Alex es una joven de 20 años que mantiene a toda su familia gracias al tráfico ilegal de armas. En su vida el riesgo de morir o matar está siempre. Forma parte de un grupo en el que es la única chica. Está secretamente enamorada de Javi, pero él la ignora;NC-17;Other;1hr 22 min;https://pluto.tv/latam/on-demand/movies/63d92a225957f2001320fda5/details
Azaña;Azaña cuenta la historia del último presidente de la II República Española después del alzamiento militar que desembocó en la trágica Guerra Civil. El film recrea y humaniza la vida de la insigne figura política hasta sus últimos días en Montauban;PG;Other;1hr 27 min;https://pluto.tv/latam/on-demand/movies/63d93dd3f97d0100133cbdc9/details
Anabel;Tras la marcha, en circunstancias algo turbias, de Anabel, sus dos compañeras de piso deben buscar a alguien más con quien compartir el alquiler;PG-13;Horror;1hr 11 min;https://pluto.tv/latam/on-demand/movies/65d4f3e29255690013921a76/details
El Maestro De Esgrima;Madrid, 1868. Una revolución, la Gloriosa, pone fin al reinado de Isabel II de Borbón .En este marco, Don Jaime de Astarloa, el mejor maestro de esgrima de Madrid, asiste a cambios en las costumbres y en los valores.;PG-13;Drama;1hr 24 min;https://pluto.tv/latam/on-demand/movies/617b08d33eb0f4001a17747f/details
Amor Idiota;Pere Lluc (Santi Millán) es un joven de 35 años que vive en una etapa estancada de su vida. Lluc se entera de que un amigo suyo ha muerto hace cinco meses. Para olvidar sus penas, se va de fiesta y se emborracha.;PG-13;Other;1hr 32 min;https://pluto.tv/latam/on-demand/movies/63d9518290b22500138ed441/details
El viaje a ninguna parte;Franquismo, años cuarenta. En una compañía de cómicos de la legua medio emparentados entre sí, aunque no recuerdan con precisión cuál es su parentesco, surgen amores y desamores.;G;Drama;2hr 14 min;https://pluto.tv/latam/on-demand/movies/617b08b43eb0f4001a17723f/details
Nadie oyó gritar;Una mujer ve cómo un vecino arroja a alguien por el hueco del ascensor y se ve forzada a ayudarle a hacer desaparecer el cuerpo. Durante esas tensas horas, el hombre le da a entender a la mujer los motivos que le llevaron a asesinar a su esposa.;R;Thriller;1hr 28 min;https://pluto.tv/latam/on-demand/movies/617c075c3eb0f4001a179cd0/details
15 días contigo;Isabel acaba de recuperar su libertad, y sólo tiene una cosa clara: no piensa volver a perderla. Por ello no quiere volver a relacionarse con nada que tenga que ver con su pasado reciente;PG-13;Other;1hr 27 min;https://pluto.tv/latam/on-demand/movies/63d91c1690b22500138d41fb/details
Haz conmigo lo que quieras;Néstor un viejo pastelero que acaba de enviudar, decide empezar una relación formal con Maribel la hija de su asistenta. Pero lo que quiere la chica es irse a Barcelona a trabajar en el gabinete sadomasoquista que regenta su hermana;R;Other;1hr 36 min;https://pluto.tv/latam/on-demand/movies/63d92cf2163e9100131e562c/details
Cachorro;Cuando Violeta decide hacer un viaje por la India con su nuevo novio, deja a su hijo Bernardo con su hermano Pedro, un dentista homosexual. Poco a poco, se establecerá entre ambos una relación muy tierna y cariñosa, algo desconocido para Pedro.;R;Other;1hr 35 min;https://pluto.tv/latam/on-demand/movies/63d9696a200a6700137efad4/details
El Lute II: Manaña Sere Libre;En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.;R;Other;2hr 5 min;https://pluto.tv/latam/on-demand/movies/63d93401200a6700137dc8f8/details
Un sueño peligroso;Emma es una modelo emergente, luchando por abrirse espacio en el escenario de la moda parisina. Su glamurosa vida como top model se convierte en un verdadero drama, después de trabajar con un fotógrafo y descubrir su propio lado oscuro.;TV-14;Drama;1hr 48 min;https://pluto.tv/latam/on-demand/movies/622f9f20cb3fb60013404377/details
Señor Chocolate;Con Omar Sy. Un hombre nacido en Cuba a finales del siglo XIX llega a Francia a trabajar en el circo. Es el primer payaso negro que conquistó al París de la Belle Époque con su entusiasmo y originalidad.;PG-13;Documentary;1hr 59 min;https://pluto.tv/latam/on-demand/movies/62138b5733b8100013bb6c4c/details
LBJ: La esperanza de una nación;Al perder la nominación del Partido Demócrata ante Kennedy, Lyndon Johnson acepta actuar como su vice. Cuando asume el cargo después del asesinato del presidente, LBJ lucha para asegurar su presidencia aprobando la Ley de Derechos Civiles de Kennedy.;TV-14;Drama;1hr 37 min;https://pluto.tv/latam/on-demand/movies/6346d281cba1290014d8630d/details
Los 23 - Prisioneros en Irak;La historia real de un grupo de adolescentes voluntarios del ejército iraní que fueron secuestrados por tropas iraquíes en 1982. Saddam Hussein trató de usarlos como propaganda para la guerra, pero los 23 jóvenes resistieron valientemente.;PG-13;War;1hr 41 min;https://pluto.tv/latam/on-demand/movies/62138b6c33b8100013bb6dff/details
Trumbo: la lista negra;Con la ganadora del Oscar Helen Mirren y los nominado al Oscar Bryan Cranston y Diane Lane. En 1947, Trumbo era el guionista más exitoso de Hollywood, pero pasó a la lista negra de la industria cinematográfica y fue arrestado por sus ideas políticas.;PG-13;Drama;2hr 4 min;https://pluto.tv/latam/on-demand/movies/62138b5d33b8100013bb6cce/details
Cake: Una razón para vivir;Claire es una mujer que sufre un dolor crónico, y se obsesiona con el suicidio de una compañera de su grupo de terapia, Nina, a la vez que inicia una relación con el viudo de ésta, Roy.;Drama;1hr 41 min;Não há inadequações;https://pluto.tv/latam/on-demand/movies/6256d75fbacbfb0013c1ae6f/details
Sin Vivir;Luego del intento de suicidio de Moi, su primo Hugo debe cuidarlo y decide ir con él a casa de Jairo, un hombre callado y enfermizo que acepta recibirlos durante unos días. Convivir no es fácil, sea con otros o con sus propios pensamientos.;TV-14;Drama;1hr 33 min;https://pluto.tv/latam/on-demand/movies/622f9f24cb3fb600134043b8/details
Sin rastro alguno;Tras la muerte de su mujer, un policía deja la profesión para cuidar de su hija. Trabaja limpiando escenas de crímenes, pero un día, esa tarea rutinaria termina amenazando la vida estable que ha construido para su familia.;PG-13;Drama;1hr 29 min;https://pluto.tv/latam/on-demand/movies/62138b4d33b8100013bb6b91/details
El juego de la Bruja;Un grupo de amigos debe enfrentar sus miedos en un juego. En un círculo formado por cien velas, deben elegir y tomar una de ellas y contar una historia de terror. A medida que se cuentan las historias comienzan a ocurrir sucesos extraños.;R;Horror;1hr 41 min;https://pluto.tv/latam/on-demand/movies/625dbabe228ab000133e2e23/details
José y María;José y María es una historia llena de amor y esperanza, de misericordia versus revancha. Retrato de los años antes de que Jesús se convirtiera en el Hombre que finalmente cambiara el curso de la humanidad para siempre.;TV-G;Drama;1hr 23 min;https://pluto.tv/latam/on-demand/movies/6256d772bacbfb0013c1af2a/details
The King's avatar: por la gloria;En este spin-off anterior a la franquicia The King's Avatar, un grupo de jóvenes es patrocinado por el dueño de un bar de internet para formar un equipo de deportes electrónicos para participar en las competencias nacionales.;TV-G;Anime;1hr 37 min;https://pluto.tv/latam/on-demand/movies/6256d796bacbfb0013c1b090/details
Terror en el aire;Basado en un accidente de avión real. Cuando el parabrisas de un avión comercial se rompe a 30.000 pies, un piloto y su tripulación harán cualquier cosa para garantizar la seguridad de los pasajeros y aterrizar el avión.;PG-13;Drama;1hr 21 min;https://pluto.tv/latam/on-demand/movies/63d414b0200a670013670004/details
Unidas por la sangre;May, una instructora de yoga, conoce a su media hermana, Shiva, años después de que se separaran debido a un desafortunado incidente. Más tarde, May se ve obligada a proteger a Shiva de su violento novio.;PG-13;Drama;1hr 28 min;https://pluto.tv/latam/on-demand/movies/6256d7b0bacbfb0013c1b1cd/details
Otra vez Navidad;Un chico travieso se despierta cada mañana del día de Navidad con la ilusión de tener un regalo, pero nunca lo recibe. La única manera de romper esta maldición es darse cuenta de que es un egoísta y corregir su actitud.;TV-Y;Children & Family;1hr 18 min;https://pluto.tv/latam/on-demand/movies/625d6b213f03ed0013c60fc1/details
Las legiones emergentes;En esta epopeya a través de las grandes batallas de la Primera Guerra Mundial, tres jóvenes soviéticos ven sus vidas transformadas por el conflicto armado. La historia se basa en relatos de la época y personajes reales.;PG-13;Romance;2hr 19 min;https://pluto.tv/latam/on-demand/movies/62138b6f33b8100013bb6e3c/details
Mi perro es un robot;Cuando el mejor amigo peludo de Tyler muere trágicamente, su padre, que es inventor, crea un nuevo perro para ocupar su lugar. Con poderes mecánicos y habilidades robóticas, el nuevo miembro de la familia los mantendrá a todos alerta.;TV-G;Children & Family;1hr 30 min;https://pluto.tv/latam/on-demand/movies/6256d788bacbfb0013c1afdd/details
Tensión en Siria;Dos pilotos iraníes están en una misión especial para rescatar a la gente de una pequeña ciudad siria que está rodeada por terroristas de ISIS. Ellos tendrán que enfrentar muchos desafíos antes de poder cumplir la misión.;R;Action & Adventure;1hr 52 min;https://pluto.tv/latam/on-demand/movies/64a6c6b46315810013c957b3/details
Palestina: una tierra en conflicto;Chaim, un soldado israelí herido y sin memoria, es confundido con un joven palestino desaparecido hace años. Con amor, lo reciben y lo integran en su mundo. Así, de primera mano, descubre lo absurdo de la guerra entre Israel y Palestina.;TV-G;Drama;1hr 16 min;https://pluto.tv/latam/on-demand/movies/6256d7a5bacbfb0013c1b157/details
La misión de Santa;En esta entretenida comedia navideña, los duendes de Santa se enferman y le toca a él salir en búsqueda de una medicina para ayudarlos, ¡o todos los niños se quedarán sin sus regalos!;TV-Y;Children & Family;1hr 40 min;https://pluto.tv/latam/on-demand/movies/6256d764bacbfb0013c1aeac/details
Efecto flashback;En este thriller psicológico protagonizado por Dylan O’Brien (The Maze Runner), Fred protagoniza extraños flashbacks. Tratando de armar este rompecabezas, se embarca en un viaje al pasado a través de las dimensiones de su memoria.;R;Thriller;1hr 37 min;https://pluto.tv/latam/on-demand/movies/649c886c12c80e0013cd187e/details
El arte de amar;Este romance moderno y divertido nos hará pensar en el valor que le damos a la vida, al amor y al arte. Liam es un artista frustrado que escenifica su propia muerte para valorizar su obra. El plan es un éxito, ¿pero hasta dónde llevará la farsa?;TV-G;Comedy;1hr 34 min;https://pluto.tv/latam/on-demand/movies/6256d784bacbfb0013c1afa0/details
La leyenda del gigante de la montaña;"En esta aventura de la mitología nórdica, Espen, el hijo de un humilde granjero, se embarca en una peligrosa aventura con sus hermanos para salvar a la princesa de la región de un malvado monstruo conocido como ""el gigante de la montaña"".";PG-13;Sci-Fi & Fantasy;1hr 44 min;https://pluto.tv/latam/on-demand/movies/62138b6333b8100013bb6d54/details
Delirio;Con Ben Whishaw. Joseph es un guardia de seguridad del aeropuerto solitario atrapado en una vida sin propósito. En un impulsivo acto de rebelión, da rienda suelta a su ser más salvaje y vivirá un día furioso en las calles de Londres.;R;Thriller;1hr 39 min;https://pluto.tv/latam/on-demand/movies/649c887012c80e0013cd191b/details
Fuerzas malignas;De vacaciones en Camboya el joven Ben y Amber se conocen y comienzan a vivir un amor apasionado. Las vacaciones perfectas se convierten rápidamente en una pesadilla cuando una entidad malvada comienza a perseguir a la chica.;PG-13;Horror;1hr 25 min;https://pluto.tv/latam/on-demand/movies/625dbabc228ab000133e2dee/details
Los intrusos;Con Maisie Williams. Un grupo de amigos cree haber realizado el robo perfecto: la casa de una pareja de ancianos de viaje. Pero la pareja regresa temprano, y la situación se sale de control y se vuelve cada vez más espeluznante.;PG-13;Horror;1hr 32 min;https://pluto.tv/latam/on-demand/movies/63d414bd200a670013670273/details
Perdido sin rastro;Con Brian Cranston y Jennifer Garner. Howard tiene una familia amorosa y un gran trabajo, pero por dentro está al borde de una crisis. Buscando su yo interior, se esconde en el ático de su garaje dejando a su familia preguntándose qué le sucedió.;TV-14;War;1hr 48 min;https://pluto.tv/latam/on-demand/movies/6346d284cba1290014d8634a/details
Inmersión;Un encuentro casual en una playa francesa llevá un joven militar y una científica a vivir un romance intenso y duradero. Separados, y contemplando su posible muerte, el recuerdo mutuo los ayudará a ver belleza en la oscuridad.;TV-G;Romance;1hr 51 min;https://pluto.tv/latam/on-demand/movies/6346d28ccba1290014d863d0/details
Un hombre a la altura;Una hermosa y recién divorciada abogada recibe una llamada de un hombre que se ha encontrado su móvil. Él es educado y culto, y ella cae bajo su hechizo. Tienen una cita, pero su encuentro no es el esperado. Con el ganador del Oscar Jean Dujardin.;PG-13;Comedy;1hr 38 min;https://pluto.tv/latam/on-demand/movies/6256d78cbacbfb0013c1b016/details
Identidad alterada;Al ser confundido con un agente de la CIA involucrado en el robo de un experimento militar, a Dean le inyectan una droga que provoca alucinaciones. Ahora su novia y un detective tienen solo seis horas para encontrar el antídoto y salvarle la vida.;R;Action & Adventure;1hr 36 min;https://pluto.tv/latam/on-demand/movies/649c886812c80e0013cd17e1/details
Ma ma;Con la ganadora del Oscar, Penélope Cruz. Tras ser diagnosticada con cáncer de mama, Magda una maestra en paro, reacciona con gran valentía y optimismo, por lo que impactará a toda su familia con momentos especiales para recordar.;PG-13;Drama;1hr 51 min;https://pluto.tv/latam/on-demand/movies/62138b5a33b8100013bb6c8d/details
En el nombre del padre;Maggie es una adolescente que vive bajo las reglas de su padre, un fanático religioso. La llegada de tres jóvenes a su remota granja hace temblar sus ciegas creencias, mientras su padre hará todo lo posible por mantener el control sobre la familia.;TV-14;Drama;1hr 34 min;https://pluto.tv/latam/on-demand/movies/62b9eb692fbef400138a78e3/details
Siervos de la guerra;Dos policías intentan resolver el asesinato de un médico. Poco a poco, descubren una maraña de corrupción, un lucrativo comercio de órganos humanos y ADN.;PG-13;Thriller;1hr 42 min;https://pluto.tv/latam/on-demand/movies/62138b6933b8100013bb6dc2/details
Avalancha: Desastre en la montaña;Basado en hechos reales. Por primera vez, los escaladores chinos ascienden al Monte Everest desde la cara norte, conocida como el lado más desafiante de la montaña. El peligroso viaje los obliga a tomar decisiones de vida o muerte en todo momento.;PG-13;Action & Adventure;1hr 56 min;https://pluto.tv/latam/on-demand/movies/63d414b6200a670013670138/details
Mimic: No sigas las voces;Una familia que aún se está recuperando de un incidente traumático es víctima de un ser sobrenatural. Inspirado en la leyenda urbana coreana del Jangsan Tiger, una criatura devoradora de hombres que atrae a las personas imitando una voz.;PG-13;Horror;1hr 39 min;https://pluto.tv/latam/on-demand/movies/63d414c3200a6700136703aa/details
Guardián y verdugo;En un marco histórico sumido en el Apartheid y la segregación racial, la película está basada en el suceso que ocurrió en 1987 en Pretoria, cuando Leon Labuchagne, un guardia de 17 años de edad de una prisión acribilló a disparos a siete personas.;PG-13;Drama;1hr 46 min;https://pluto.tv/latam/on-demand/movies/62138b6033b8100013bb6d13/details
El navío;Leo es el único sobreviviente del tsunami que hace diez años arrasó su escuela primaria. Ahora se propone construir, en tan solo unos días, un Navío con los restos de las aulas, lo que despertará el entusiasmo de todo el pueblo.;PG-13;Drama;1hr 26 min;https://pluto.tv/latam/on-demand/movies/62138b7433b8100013bb6eb7/details
Nezha: Corriendo por la vida;El campeón del simulador de carreras Du Jieke desafía a los campeones de la Fórmula 1 al enamorarse de la piloto profesional Lu Lili. Una historia moderna sobre las carreras que captura la presión que viven los jóvenes pilotos.;TV-G;Drama;1hr 44 min;https://pluto.tv/latam/on-demand/movies/6256d777bacbfb0013c1af63/details
El poder de la cruz;Cuando la fe de un pastor es sacudida, él recuerda que la verdadera fe siempre requiere acción. Su respuesta enciende una llama que transforma todo el que la toca, de una manera que sólo Dios podría orquestar.;R;Drama;1hr 59 min;https://pluto.tv/latam/on-demand/movies/6256d76cbacbfb0013c1aee9/details
Terror en Siria;Dos pilotos iraníes están en una misión especial para rescatar a la gente de una pequeña ciudad siria que está rodeada por terroristas de ISIS. Ellos tendrán que enfrentar muchos desafíos antes de poder cumplir la misión.;TV-14;Thriller;1hr 52 min;https://pluto.tv/latam/on-demand/movies/62b9f2b7a0bf2600133ef061/details
Resuelve el caso;Con Susan Sarandon. Después de quedarse sola en casa, una intrépida niña de 10 años es testigo del secuestro de una mujer. Ella, junto con una veterana detective de Nueva York resolverán el secuestro de una joven.;TV-G;Children & Family;1hr 34 min;https://pluto.tv/latam/on-demand/movies/6256d75abacbfb0013c1ae32/details
Los hambrientos;En un remoto pueblo de Canadá, un virus afecta a la mayoría de sus habitantes transformándolos en unos zombis hambrientos de carne humana.;PG-13;Action & Adventure;1hr 43 min;https://pluto.tv/latam/on-demand/movies/6256d7a9bacbfb0013c1b190/details
Una visita al pasado;Con Kurt Russel. Una estrella de fútbol resultó herida y ahora vive como granjero con su familia. En un juego del destino, tiene la oportunidad de viajar en el tiempo y recuperar su gloria, pero cambiar el pasado también altera su presente.;PG-13;Drama;2hr 3 min;https://pluto.tv/latam/on-demand/movies/649c84d8ab3edd001382cff2/details
El secuestro del bus 300;La historia real del secuestro de 41 pasajeros de autobús en Israel en la década de los ochenta. Entre el terror y verdaderos actos de heroísmo, los involucrados vieron sus vidas transformadas para siempre. Del director de la aclamada serie Fauda.;PG-13;Thriller;1hr 15 min;https://pluto.tv/latam/on-demand/movies/62138b6633b8100013bb6d91/details
El enviado de Dios;La llegada de un perro a una familia en sufrimiento trae consuelo y compañía a un niño de 9 años y a un matrimonio dañado.;PG;Drama;1hr 27 min;https://pluto.tv/latam/on-demand/movies/649c887f12c80e0013cd1b9b/details
Hasta el final;Un padre decide llevar a su hija de campamento para mejorar su relación cuando son sorprendidos por el apocalipsis zombi. Ahora hará cualquier cosa para escapar de la horda de muertos y salvar a su familia.;TV-14;Horror;1hr 25 min;https://pluto.tv/latam/on-demand/movies/62b9eb642fbef400138a78aa/details
Final del viaje;Primera Guerra Mundial. Dos amigos de la infancia se encuentran en un escondite del ejército británico, donde se preparan para un gran avance alemán. Tras tres años de iniciada la guerra, esperan ansiosos el momento de regresar a casa.;PG-13;War;1hr 48 min;https://pluto.tv/latam/on-demand/movies/62138b5333b8100013bb6c0b/details
La Fe que nos une;Dos hombres embarcan en un viaje al Memorial de los veteranos de Vietnam guiados por las cartas que sus padres escribieron durante el servicio en la guerra.;TV-PG;Action & Adventure;1t 36 min;https://pluto.tv/latam/on-demand/movies/62b9eb6f2fbef400138a7920/details
